Quote_ID,Original_Quote_Date,Field_info1,Field_info2,Field_info3,Field_info4,Coverage_info1,Coverage_info2,Coverage_info3,Sales_info1,Sales_info2,Sales_info3,Sales_info4,Sales_info5,Personal_info1,Personal_info2,Personal_info3,Personal_info4,Personal_info5,Property_info1,Property_info2,Property_info3,Property_info4,Property_info5,Geographic_info1,Geographic_info2,Geographic_info3,Geographic_info4,Geographic_info5
9488,17/07/2013,F,0.9919,564,N,8,25,E,1,5,17,V,17801,N,5,ZC,0,,N,0,R,1,18,4,20,-1,N,NJ
15985,19/05/2014,F,1.0006,548,N,9,22,E,1,5,20,K,1636,N,4,XR,0,,N,0,R,1,21,4,21,-1,N,NJ
1196,6/03/2015,C,0.893,"1,487",Y,7,22,A,1,5,11,P,28883,N,16,XC,0,,N,0,R,1,14,9,24,-1,N,IL
17628,8/06/2014,B,0.9153,935,N,4,22,D,0,5,11,M,49403,N,6,ZA,0,2,N,0,O,0,14,2,4,-1,N,CA
20520,16/11/2014,J,0.887,"1,113",N,5,22,K,1,5,11,M,42307,N,-1,YH,0,,N,0,I,1,4,15,4,-1,N,TX
4005,29/10/2014,F,1.0006,548,N,4,22,J,1,3,20,K,32130,N,6,YH,0,,N,0,R,1,7,4,18,-1,N,NJ
6276,25/03/2013,F,0.8945,564,N,6,22,E,1,3,15,K,17018,N,5,ZT,0,,Y,0,R,1,16,4,17,-1,N,NJ
13638,13/07/2013,J,0.9691,"1,165",N,20,25,G,1,4,1,R,22347,N,14,XC,0,,N,0,S,1,13,25,14,-1,N,TX
16187,23/09/2014,E,0.9194,"1,487",N,7,22,A,0,3,20,P,63667,N,7,YE,0,,N,0,R,1,11,11,23,-1,N,IL
25241,19/03/2014,F,0.9566,548,N,8,22,E,1,5,11,T,18793,N,7,XD,0,,N,0,A,1,18,4,19,-1,N,NJ
14853,18/09/2014,J,0.8928,"1,113",N,3,22,K,1,5,11,Q,31261,N,-1,XO,0,,N,0,R,1,9,17,4,-1,N,TX
9377,31/12/2013,F,0.9838,564,N,11,22,E,1,5,7,Q,4848,N,15,ZC,0,,N,0,R,1,19,4,22,-1,N,NJ
2959,25/07/2013,F,0.9919,564,N,8,22,E,1,3,21,V,54372,N,5,ZW,0,,N,0,D,1,20,4,20,-1,N,NJ
7016,14/04/2014,J,0.8922,"1,113",N,16,2,A,1,4,11,K,43912,N,-1,XM,0,,N,0,J,1,14,14,7,-1,Y,TX
5544,6/07/2014,J,0.8928,"1,113",N,25,25,G,1,5,11,Q,17653,N,25,XD,0,,Y,0,J,1,18,13,8,-1,N,TX
10421,2/05/2015,F,1.0101,548,N,7,22,E,1,5,11,R,61726,N,6,XX,0,,N,0,R,1,7,4,16,-1,N,NJ
21283,21/04/2013,J,0.9769,"1,165",N,11,25,G,1,4,23,M,59209,N,-1,YH,0,,N,0,S,1,21,23,14,-1,N,TX
24117,26/12/2013,F,0.9838,564,N,12,22,E,0,5,20,Q,21862,N,-1,XM,0,,N,0,N,0,16,4,21,-1,N,NJ
14921,31/03/2015,F,1.0101,548,N,19,25,E,1,4,11,P,18587,N,5,YI,0,,N,0,R,1,20,5,21,-1,N,NJ
12498,27/10/2014,F,1.0006,548,N,11,22,E,1,3,20,K,62293,N,6,XR,0,,N,0,R,1,16,4,18,-1,N,NJ
8685,14/06/2013,B,0.9403,965,N,1,22,E,1,3,17,V,54288,N,4,ZA,0,2,N,0,O,1,2,2,8,-1,N,CA
11081,4/04/2013,F,0.9313,564,N,9,25,E,0,5,23,Q,4374,N,5,XR,0,,N,0,O,0,16,4,22,-1,N,NJ
16682,16/06/2014,J,0.8928,"1,113",N,1,22,K,1,5,11,K,49704,N,25,ZA,0,2,N,0,D,0,2,15,4,-1,N,TX
16472,2/04/2014,B,0.9153,935,N,10,22,E,1,3,20,P,64701,N,6,ZA,0,2,Y,0,O,1,10,2,7,-1,N,CA
6710,8/11/2013,F,0.9919,564,N,4,22,E,0,3,20,V,12144,N,6,ZT,0,2,N,0,R,1,11,4,17,-1,N,NJ
3842,5/08/2013,B,0.9403,965,N,10,22,D,0,5,24,K,785,N,8,ZA,0,2,N,0,O,0,12,1,7,25,N,CA
7437,4/05/2014,B,0.9153,935,N,21,22,D,1,5,11,M,60766,N,16,ZA,0,2,N,0,O,0,13,2,12,-1,N,CA
2329,28/03/2015,F,1.0101,548,N,8,25,E,1,4,11,R,54517,N,8,XR,0,,N,0,J,1,9,4,18,-1,N,NJ
9486,4/11/2014,F,1.0006,548,N,20,22,E,1,5,11,P,55127,N,21,ZN,0,,N,0,R,1,22,4,18,-1,N,NJ
22462,20/03/2014,J,0.8922,"1,113",N,10,22,G,1,5,11,Q,20217,N,9,ZA,0,2,N,0,J,0,7,24,15,-1,N,TX
25502,10/02/2014,J,0.8922,"1,113",N,4,22,F,0,5,11,K,4579,N,-1,ZA,0,2,N,0,R,0,11,14,5,-1,N,TX
25468,8/07/2014,B,0.9153,935,N,14,25,E,0,2,20,P,28910,N,8,ZA,0,2,Y,0,O,1,25,2,4,-1,N,CA
1222,26/02/2013,F,0.9023,564,N,9,25,E,0,5,10,P,4229,N,1,XR,0,,N,0,R,1,20,4,18,-1,N,NJ
2699,24/01/2013,B,0.9219,965,N,5,22,E,1,5,23,P,8346,N,6,ZA,0,2,N,0,O,1,16,2,4,-1,N,CA
12342,16/12/2014,B,0.9153,935,N,6,22,D,1,5,11,P,49956,N,15,ZA,0,2,N,0,D,1,13,2,12,-1,N,CA
19136,18/11/2014,J,0.887,"1,113",N,6,22,A,1,5,11,Q,63567,N,7,XH,0,,N,0,Q,1,7,20,4,-1,N,TX
9890,20/01/2015,B,0.9153,935,N,21,22,E,1,3,20,T,22824,N,6,ZA,0,2,N,0,O,1,25,2,13,-1,N,CA
1117,23/06/2014,J,0.8928,"1,113",N,5,22,F,1,5,11,K,50783,N,-1,ZF,0,,N,0,J,1,4,24,15,-1,N,TX
1574,13/08/2014,F,1.0006,548,N,5,22,E,1,4,11,Q,7522,N,5,ZC,0,,N,0,R,1,8,4,16,-1,N,NJ
23509,17/07/2013,B,0.9403,965,N,4,22,E,1,3,17,T,31059,N,12,ZA,0,2,Y,0,D,1,7,2,4,-1,N,CA
15393,21/08/2013,F,0.9919,564,N,8,2,E,1,5,21,T,26820,N,4,XX,0,,N,0,D,1,10,4,16,-1,N,NJ
11251,25/08/2014,J,0.8928,"1,113",N,20,22,G,1,5,11,K,5551,N,5,ZA,0,2,N,0,J,0,19,25,10,-1,N,TX
25087,4/06/2013,J,0.9691,"1,165",N,1,22,F,1,5,1,P,43055,N,1,XZ,0,,N,0,D,0,1,14,6,-1,N,TX
19357,19/12/2013,F,0.9838,564,N,4,22,J,0,4,8,K,33632,N,11,XR,0,,N,0,R,0,4,4,18,-1,N,NJ
19485,25/01/2013,B,0.9219,965,N,11,22,J,0,5,24,V,66199,N,7,ZA,0,2,N,0,O,0,8,2,9,-1,N,CA
5130,4/04/2014,B,0.9153,935,N,6,25,J,0,4,11,V,31038,Y,3,ZA,0,2,N,0,O,1,17,2,12,-1,N,CA
22881,21/06/2014,F,1.0006,548,N,14,25,J,1,3,20,R,62544,N,23,XD,0,,N,0,N,1,22,4,20,-1,N,NJ
9119,1/10/2013,B,0.9403,965,N,5,25,J,1,3,20,P,50694,N,7,ZA,0,2,N,0,A,1,11,2,4,-1,N,CA
11271,23/12/2014,B,0.9153,935,N,11,2,D,0,5,11,P,13873,N,4,ZA,0,2,N,0,O,1,20,2,4,-1,N,CA
19694,11/04/2014,B,0.9153,935,N,23,22,D,1,5,11,V,45116,N,21,ZA,0,2,N,0,O,0,20,2,13,-1,N,CA
21317,15/05/2014,F,1.0006,548,N,8,22,E,1,3,20,V,41445,N,6,YH,0,,N,0,R,1,11,4,17,-1,N,NJ
83,21/02/2014,F,0.9685,548,N,3,22,K,0,5,20,V,3546,N,13,XH,0,,N,0,R,0,6,4,17,-1,N,NJ
14927,16/08/2014,J,0.8928,"1,113",N,8,22,G,1,5,22,R,56584,N,14,ZA,0,2,N,0,S,0,15,14,5,-1,N,TX
18885,4/08/2014,J,0.8928,"1,113",N,2,22,F,1,5,11,Q,60800,N,6,XH,0,2,N,0,D,1,2,13,6,-1,N,TX
12554,7/06/2014,E,0.9392,"1,487",N,5,22,K,0,5,11,R,41811,N,9,ZT,0,,N,0,R,1,5,9,25,-1,N,IL
12998,10/06/2014,B,0.9153,935,N,5,22,D,0,5,11,P,11075,N,5,ZA,0,2,N,0,O,0,11,1,15,25,N,CA
24384,9/05/2014,F,1.0006,548,N,10,25,J,1,4,8,V,43830,N,12,XD,0,,N,0,N,1,10,4,20,-1,N,NJ
15644,5/03/2013,F,0.8945,564,N,3,22,E,1,5,23,P,51159,N,5,XR,0,,N,0,H,1,7,4,21,-1,N,NJ
17573,29/10/2014,B,0.9153,935,N,9,22,E,0,3,20,T,5315,N,5,ZA,0,2,Y,0,O,1,23,2,4,-1,N,CA
8490,7/08/2013,F,0.9919,564,N,13,22,E,1,5,4,T,50024,N,7,ZN,0,,Y,0,Q,1,22,4,20,-1,N,NJ
12867,12/01/2015,J,0.887,"1,113",N,9,25,G,0,4,11,K,21284,N,5,ZT,0,,N,0,S,1,9,25,14,-1,N,TX
17889,5/10/2014,B,0.9153,935,N,18,22,D,1,5,11,M,21412,N,6,ZA,0,2,N,0,O,1,22,2,4,-1,N,CA
21716,2/04/2013,B,0.9403,965,N,7,22,D,1,5,23,P,38607,N,-1,ZA,0,2,N,0,O,0,12,2,9,-1,N,CA
3500,16/10/2013,J,0.9497,"1,165",N,3,2,F,1,4,4,T,8523,N,-1,ZN,0,,N,0,J,1,2,14,8,-1,N,TX
23089,9/12/2014,B,0.9153,935,N,9,22,E,1,4,11,K,13408,N,8,ZA,0,2,N,0,D,0,19,1,5,-1,N,CA
21228,29/07/2014,J,0.8928,"1,113",N,6,22,G,1,5,11,P,64509,N,18,ZA,0,2,N,0,S,0,7,24,15,-1,N,TX
2791,23/04/2015,F,1.0101,548,N,23,22,K,0,5,10,Q,12494,N,-1,YF,0,,N,0,R,1,19,4,17,-1,N,NJ
18438,31/12/2013,B,0.9403,965,N,12,25,D,0,5,7,P,41069,N,7,ZA,0,2,N,0,O,0,24,2,9,-1,N,CA
10630,8/06/2013,B,0.9403,965,N,7,2,D,0,5,17,V,14436,N,-1,ZA,0,2,N,0,O,0,24,1,6,-1,N,CA
7835,3/04/2014,B,0.9153,935,N,23,25,E,1,4,11,T,21296,N,6,ZA,0,2,Y,0,O,0,25,2,4,-1,N,CA
23156,9/07/2014,J,0.8928,"1,113",N,6,2,G,1,5,11,T,3943,N,6,XQ,0,,N,0,S,1,10,24,14,-1,N,TX
21395,1/05/2015,B,0.9153,935,N,13,22,D,0,5,11,V,13875,N,23,ZA,0,2,N,0,O,0,24,2,4,-1,N,CA
23672,20/09/2013,B,0.9403,965,N,9,22,D,1,3,20,V,31894,N,-1,ZA,0,2,N,0,J,0,24,2,4,-1,N,CA
23516,12/05/2014,F,1.0006,548,N,8,22,E,1,3,20,K,49780,N,4,XD,0,,N,0,O,1,5,4,17,-1,N,NJ
13720,19/01/2015,K,0.887,"1,113",Y,5,22,K,1,5,11,K,55215,N,-1,ZA,0,2,N,0,Q,0,2,25,11,-1,N,TX
4213,9/03/2015,K,0.887,"1,113",Y,3,22,K,1,4,11,K,57647,N,-1,ZH,0,,N,0,R,1,4,19,4,-1,N,TX
12102,17/03/2014,F,0.9566,548,N,11,22,E,1,5,20,K,22135,N,-1,XH,0,,N,0,R,1,16,4,17,-1,N,NJ
13039,31/03/2015,B,0.9153,935,N,16,25,E,1,4,11,P,40392,N,4,ZA,0,2,N,0,O,1,24,1,10,-1,N,CA
2743,5/08/2013,B,0.9403,965,N,7,22,E,0,4,4,K,36692,N,13,ZA,0,2,Y,0,O,0,20,2,7,-1,N,CA
1137,28/04/2015,B,0.9153,935,N,11,22,K,0,3,20,P,8057,N,6,ZA,0,2,N,0,O,1,22,2,4,-1,N,CA
14696,30/12/2013,F,0.9838,564,N,6,22,C,1,3,20,K,65248,N,4,ZT,0,2,N,0,R,0,13,4,20,-1,N,NJ
25270,24/03/2014,B,0.9153,935,N,12,22,D,0,5,20,K,24425,N,18,ZA,0,2,N,0,R,1,16,2,6,-1,N,CA
18450,14/01/2014,B,0.9403,935,N,10,22,D,1,5,20,P,630,N,5,ZA,0,2,N,0,O,1,25,1,9,-1,N,CA
17740,3/09/2013,B,0.9403,965,N,9,25,K,1,2,21,V,59619,N,5,XK,0,,N,0,O,0,15,2,4,-1,N,CA
10018,24/02/2014,J,0.8922,"1,113",N,9,22,G,1,5,20,K,32642,N,7,ZA,0,2,N,0,Q,0,2,14,5,-1,N,TX
25092,10/04/2015,F,1.0101,548,N,18,22,E,0,5,20,V,40598,N,7,XS,0,,N,0,R,1,23,4,18,-1,N,NJ
14182,16/12/2014,B,0.9153,935,N,25,25,K,1,2,20,P,19082,N,6,ZA,0,2,Y,0,O,1,25,2,4,-1,N,CA
9461,28/06/2013,E,0.9485,"1,480",N,15,25,A,0,4,1,V,40560,N,5,XE,0,,N,0,D,1,19,9,25,-1,Y,IL
16107,5/08/2014,J,0.8928,"1,113",N,3,22,F,1,4,11,P,23886,N,4,XS,0,,N,0,D,1,17,17,4,-1,N,TX
16374,21/08/2013,B,0.9403,965,N,2,25,E,1,4,16,T,43788,N,21,XK,0,1,Y,0,O,1,16,2,4,-1,N,CA
180,26/10/2014,F,1.0006,548,N,6,22,G,1,5,11,M,6084,N,24,XH,0,,N,0,R,0,9,4,20,-1,N,NJ
4611,14/03/2013,F,0.8945,564,N,7,22,J,1,4,23,Q,30286,N,7,ZT,0,,N,0,R,1,7,4,20,-1,N,NJ
19297,4/01/2015,C,0.9108,"1,487",Y,13,22,F,1,5,11,M,25521,N,-1,XD,0,,N,0,S,1,25,9,23,-1,N,IL
4805,12/11/2013,J,0.9258,"1,165",N,5,22,F,1,4,7,P,45860,N,5,XS,0,,N,0,I,1,6,24,15,-1,N,TX
7949,10/01/2013,B,0.9219,965,N,8,22,E,1,4,23,Q,43118,N,3,ZA,0,2,N,0,O,1,14,2,7,-1,N,CA
14783,16/07/2013,F,0.9919,564,N,16,22,E,0,5,17,P,26459,N,10,ZF,0,,N,0,D,1,11,4,16,-1,N,NJ
15729,15/05/2013,B,0.9403,965,N,6,22,D,0,5,15,P,64361,N,-1,ZA,0,2,N,0,R,0,17,1,15,-1,N,CA
19728,20/04/2015,K,0.887,"1,113",Y,3,22,K,1,4,11,T,47017,N,5,ZH,0,,N,0,J,1,4,14,7,-1,N,TX
14851,9/05/2013,F,0.9313,564,N,5,22,E,1,5,1,Q,51425,N,6,XO,0,,N,0,O,1,5,4,22,-1,Y,NJ
21231,3/10/2014,J,0.8793,"1,113",N,10,22,G,1,5,11,K,30222,N,9,XO,0,,N,0,S,1,2,14,7,-1,N,TX
15401,3/03/2014,F,0.9566,548,N,11,22,E,1,5,11,K,29022,N,4,XO,0,,N,0,R,1,16,4,17,-1,N,NJ
16252,1/08/2013,E,0.9487,"1,480",N,11,22,A,1,3,21,Q,56653,N,5,XR,0,2,N,0,R,1,11,10,25,-1,N,IL
8513,24/01/2015,C,0.9108,"1,487",Y,17,22,A,1,4,11,K,37180,N,24,XH,0,,N,0,D,1,17,9,24,-1,N,IL
10753,3/09/2013,B,0.9403,965,N,7,22,D,0,5,10,P,49683,N,5,ZA,0,2,N,0,C,1,21,2,10,-1,N,CA
9794,15/02/2015,K,0.887,"1,113",Y,19,22,A,1,5,11,M,41114,N,-1,XM,0,,N,0,J,1,7,14,9,-1,N,TX
1839,3/06/2014,F,1.0006,548,N,10,22,E,1,5,20,P,25633,N,8,ZF,0,,N,0,R,1,20,4,20,-1,N,NJ
17471,30/05/2014,F,1.0006,548,N,8,22,E,1,3,20,V,63557,N,6,XD,0,2,N,0,R,1,14,4,17,-1,N,NJ
978,15/03/2014,B,0.9153,935,N,19,22,K,0,3,20,R,12456,N,4,ZA,0,2,N,0,O,1,21,2,10,-1,N,CA
14675,2/02/2013,J,0.9559,"1,165",N,1,22,F,1,5,23,R,458,N,6,ZA,0,2,N,0,D,0,9,17,4,-1,N,TX
24322,2/02/2014,F,0.9685,548,N,3,22,E,1,5,20,M,23679,N,6,ZT,0,,N,0,R,1,7,4,18,-1,N,NJ
12730,10/07/2014,J,0.8928,"1,113",N,19,22,G,0,5,11,Q,17082,N,2,ZA,0,2,N,0,J,0,12,14,5,-1,N,TX
12747,7/09/2014,B,0.9153,935,N,6,25,D,1,5,11,M,59290,N,7,ZA,0,2,Y,0,O,1,17,2,4,-1,N,CA
18759,2/10/2014,B,0.9153,935,N,18,22,D,1,5,11,Q,38443,N,-1,ZA,0,2,N,0,O,0,22,2,11,-1,N,CA
13014,17/06/2013,F,0.9919,564,N,4,22,E,1,5,1,K,28796,N,4,ZE,0,,N,0,R,1,7,4,16,-1,N,NJ
5030,14/05/2014,J,0.8928,"1,113",N,8,22,F,1,5,11,T,45574,N,-1,ZA,0,2,N,0,J,0,7,14,7,-1,N,TX
20083,28/01/2015,C,0.9108,"1,487",Y,4,22,K,1,2,20,T,26919,N,10,ZH,0,,N,0,R,1,6,11,24,-1,N,IL
22123,16/09/2013,B,0.9403,965,N,16,22,E,1,3,20,P,49324,N,5,ZA,0,2,N,0,O,1,19,2,4,-1,N,CA
22796,15/07/2013,E,0.9487,"1,480",N,3,22,K,1,5,1,K,64906,N,19,ZA,0,2,N,0,R,0,2,11,24,-1,N,IL
2869,22/09/2014,F,1.0006,548,N,6,22,E,1,5,11,K,48217,N,6,XR,0,,N,0,R,1,8,4,22,-1,N,NJ
4788,4/05/2013,J,0.9691,"1,165",N,6,22,G,0,5,1,R,15827,N,-1,ZN,0,,N,0,J,1,3,11,10,-1,N,TX
10739,15/09/2014,E,0.9194,"1,487",N,5,2,K,1,4,11,K,38408,N,9,XO,0,,N,0,R,1,5,8,23,-1,N,IL
21235,18/03/2015,B,0.9153,935,N,8,22,D,1,5,11,T,59286,N,12,ZA,0,2,N,0,O,1,8,2,5,-1,N,CA
22451,1/05/2014,B,0.9153,935,N,9,22,D,0,5,11,Q,65761,N,-1,ZA,0,2,N,0,O,0,6,2,7,-1,N,CA
23143,3/06/2013,F,0.9919,564,N,8,25,E,1,3,17,K,50134,N,4,ZT,0,,N,0,R,0,12,4,19,-1,N,NJ
16235,6/02/2013,B,0.9403,965,N,10,22,E,1,5,23,T,59043,N,8,ZA,0,2,N,0,O,0,22,1,15,-1,N,CA
21103,2/10/2014,F,1.0006,548,N,8,22,E,0,3,11,Q,50226,N,21,ZN,0,,N,0,R,1,20,4,18,-1,N,NJ
22959,17/03/2014,B,0.9153,935,N,4,25,E,0,3,20,P,25315,N,4,ZA,0,2,N,0,D,1,24,2,8,-1,N,CA
17826,16/03/2015,B,0.9153,935,N,2,22,J,1,3,20,K,12212,N,-1,ZA,0,2,N,0,O,0,17,2,8,-1,N,CA
20351,1/04/2014,E,0.9392,"1,487",N,6,22,A,1,3,8,P,40986,N,10,XO,0,,N,0,J,1,6,9,25,-1,N,IL
25563,27/07/2014,B,0.9153,935,N,11,22,D,1,5,11,M,12341,N,-1,ZA,0,2,Y,0,O,1,18,2,9,-1,N,CA
17162,23/03/2014,F,0.9566,548,N,6,22,E,1,5,11,M,10637,N,8,XW,0,,N,0,R,1,14,4,20,-1,N,NJ
12868,22/02/2015,C,0.9108,"1,487",Y,9,22,F,1,5,11,M,53284,N,5,ZH,0,,N,0,N,1,7,9,23,-1,N,IL
12589,13/01/2014,B,0.9403,935,N,10,22,E,1,3,20,K,64125,N,9,ZA,0,2,N,0,O,1,18,2,4,-1,N,CA
17390,10/03/2013,J,0.9769,"1,165",N,14,25,G,1,5,23,K,61795,N,9,ZN,0,,Y,0,J,1,14,14,9,-1,N,TX
21920,8/05/2015,K,0.887,"1,113",Y,16,22,G,1,5,11,T,14546,N,12,XO,0,,N,0,S,1,17,12,5,-1,Y,TX
2548,5/04/2013,F,0.9313,564,N,2,22,E,1,5,23,V,50531,N,18,ZF,0,,N,0,O,1,2,4,16,-1,N,NJ
20747,18/02/2015,K,0.887,"1,113",Y,4,22,K,1,5,11,T,12456,N,17,XD,0,,N,0,J,1,13,24,14,-1,N,TX
23015,27/04/2015,K,0.887,"1,113",Y,11,22,G,1,4,11,K,59275,N,-1,ZF,0,,N,0,O,1,11,5,7,-1,N,TX
25475,4/03/2013,J,0.9769,"1,165",N,19,22,G,1,5,23,T,44621,N,8,ZA,0,2,N,0,S,0,14,25,16,-1,N,TX
23774,14/01/2013,E,0.9368,"1,480",N,4,22,K,1,3,14,K,48143,N,4,XE,0,,N,0,R,1,3,9,23,-1,N,IL
18429,24/01/2013,E,0.9368,"1,480",N,3,22,G,0,3,16,Q,32978,N,6,ZR,0,2,N,0,R,1,2,10,23,-1,N,IL
23367,26/10/2013,E,0.9482,"1,480",N,4,22,K,1,3,16,R,16520,N,-1,YF,0,,N,0,R,0,13,9,23,-1,N,IL
6512,9/10/2013,F,0.9919,564,N,14,22,E,1,3,8,T,48283,N,6,ZN,0,,N,0,R,1,11,4,16,-1,N,NJ
7985,12/03/2013,J,0.9769,"1,165",N,10,22,G,1,5,23,P,1331,N,7,ZA,0,2,N,0,J,0,4,14,9,-1,N,TX
19809,17/04/2013,J,0.9769,"1,165",N,13,22,G,1,5,23,T,19098,N,25,ZA,0,2,N,0,J,0,11,14,6,-1,N,TX
15486,7/06/2013,J,0.9691,"1,165",N,25,22,G,1,5,1,Q,57043,N,5,ZA,0,2,N,0,S,0,15,25,16,-1,N,TX
15896,14/02/2013,E,0.9368,"1,480",N,17,22,A,0,2,14,Q,37748,N,11,ZE,0,,N,0,S,1,13,9,24,-1,N,IL
11905,31/03/2015,K,0.887,"1,113",Y,5,22,F,0,5,11,P,38064,N,4,ZA,0,2,Y,0,J,0,8,25,12,-1,Y,TX
24743,25/06/2014,B,0.9153,935,N,1,22,D,0,5,11,V,30600,N,6,ZA,0,2,Y,0,O,1,1,2,4,-1,N,CA
22280,14/04/2013,F,0.9313,564,N,5,22,J,1,3,15,M,65779,N,5,XD,0,,N,0,R,1,15,4,21,-1,N,NJ
12743,28/02/2014,F,0.9685,548,N,8,22,K,0,4,11,V,15088,N,5,XM,0,,N,0,Q,0,15,4,20,-1,N,NJ
5108,7/02/2014,B,0.9403,935,N,11,22,D,1,5,11,V,25783,N,6,ZA,0,2,Y,0,O,1,11,2,4,-1,N,CA
4248,15/02/2014,B,0.9403,935,N,23,22,D,0,5,24,V,16511,N,20,ZA,0,2,Y,0,O,1,22,2,11,-1,N,CA
15469,21/06/2014,F,1.0006,548,N,4,22,E,1,3,20,R,53518,N,5,XR,0,,N,0,R,1,7,4,17,-1,N,NJ
10719,13/05/2015,F,1.0101,548,N,6,22,E,1,5,20,T,49783,N,-1,ZT,0,,N,0,R,1,16,4,19,-1,N,NJ
23445,29/04/2014,J,0.8922,"1,113",N,5,22,K,0,5,11,V,12871,N,-1,XR,0,,N,0,J,1,6,14,6,-1,N,TX
2440,31/01/2013,B,0.9219,965,N,2,22,J,1,5,23,Q,38810,N,5,ZA,0,2,N,0,O,0,10,2,4,-1,N,CA
3937,19/03/2015,K,0.887,"1,113",Y,4,22,F,0,5,11,Q,362,N,-1,XS,0,,N,0,J,1,2,14,7,-1,N,TX
23919,3/09/2013,F,0.9919,564,N,8,22,E,1,5,21,P,34760,N,4,XB,0,,Y,0,N,1,19,4,16,-1,N,NJ
4896,22/04/2015,B,0.9153,935,N,11,22,D,1,5,11,T,59403,N,1,ZA,0,2,N,0,O,0,20,2,9,-1,N,CA
6781,29/12/2014,B,0.9153,935,N,8,22,K,1,3,20,K,60385,N,5,ZA,0,2,Y,0,O,1,14,2,10,-1,N,CA
25240,15/06/2013,B,0.9403,965,N,11,22,K,1,3,17,V,25631,N,12,ZA,0,2,N,0,O,1,25,1,6,-1,N,CA
12756,24/04/2015,B,0.9153,935,N,10,22,E,1,3,20,P,64303,N,5,ZA,0,2,N,0,D,1,22,2,4,-1,N,CA
13791,10/02/2015,K,0.887,"1,113",Y,4,22,K,1,5,11,P,24114,N,4,XB,0,,N,0,I,1,6,17,8,-1,N,TX
19562,17/11/2014,B,0.9153,935,N,6,22,J,1,3,20,K,57583,N,6,ZA,0,2,N,0,O,1,12,2,9,-1,N,CA
5075,6/05/2014,B,0.9153,935,N,6,22,E,1,3,20,P,34526,N,4,ZA,0,2,N,0,O,1,20,2,4,-1,N,CA
24502,19/09/2013,B,0.9403,965,N,8,22,E,1,3,20,Q,10006,N,5,ZA,0,2,N,0,D,0,22,1,9,-1,N,CA
11605,4/03/2014,F,0.9566,548,N,12,22,E,0,3,20,P,47452,N,4,XD,0,2,N,0,N,1,16,4,19,-1,N,NJ
18130,19/03/2013,J,0.9769,"1,165",N,23,22,G,1,3,14,P,30433,N,-1,XM,0,,N,0,J,1,22,24,15,-1,N,TX
13420,30/10/2014,F,1.0006,548,N,8,22,E,0,3,20,Q,54721,N,-1,XJ,0,,N,0,R,0,3,4,20,25,N,NJ
12924,8/04/2013,B,0.9403,965,N,5,22,D,1,5,23,K,8338,N,6,ZA,0,2,N,0,O,1,14,2,10,-1,N,CA
12705,1/10/2013,B,0.9403,965,N,20,22,D,1,5,4,P,51279,N,19,ZA,0,2,N,0,O,1,20,2,8,-1,N,CA
2637,9/06/2014,F,1.0006,548,N,9,22,E,1,3,20,V,29406,N,5,ZC,0,,N,0,R,1,18,4,19,-1,N,NJ
9942,18/08/2014,J,0.8928,"1,113",N,25,22,A,1,5,11,T,26187,N,22,ZA,0,2,N,0,L,0,20,18,4,-1,N,TX
3736,20/04/2013,B,0.9403,965,N,6,22,D,0,5,23,R,64553,N,22,ZA,0,2,N,0,O,1,11,2,4,-1,N,CA
21441,5/07/2014,J,0.8928,"1,113",N,9,22,G,1,5,11,R,4854,N,5,ZA,0,2,Y,0,S,0,5,13,6,-1,N,TX
22141,16/05/2013,E,0.9525,"1,480",N,16,25,A,1,4,1,Q,24730,N,4,XB,0,,N,0,D,1,22,9,24,-1,N,IL
11799,4/07/2013,B,0.9403,965,N,11,22,D,0,5,17,T,37098,N,15,ZA,0,2,N,0,O,0,21,2,4,-1,Y,CA
12340,16/04/2015,F,1.0101,548,N,4,22,E,1,4,11,Q,37332,N,-1,XQ,0,,N,0,R,0,14,4,21,-1,N,NJ
23700,8/12/2014,E,0.9108,"1,487",N,11,22,F,1,4,11,T,64252,N,-1,ZA,0,2,N,0,R,0,12,9,24,-1,N,IL
26060,11/03/2013,J,0.9769,"1,165",N,7,22,G,1,5,23,K,3200,N,6,ZA,0,2,N,0,Q,0,6,24,14,-1,N,TX
25095,16/10/2013,B,0.9403,965,N,7,22,K,0,5,20,T,48829,N,24,ZA,0,2,N,0,O,1,3,2,12,25,N,CA
16263,18/02/2013,J,0.9559,"1,165",N,9,22,G,1,3,23,K,21768,N,-1,ZK,0,,N,0,S,1,8,15,4,-1,N,TX
9673,22/10/2013,B,0.9403,965,N,9,22,D,1,5,7,P,15711,N,14,ZA,0,2,N,0,O,0,7,2,14,-1,N,CA
12593,13/04/2015,B,0.9153,935,N,10,22,D,1,5,11,K,56396,N,4,ZA,0,2,N,0,O,1,16,2,4,-1,N,CA
22735,2/08/2013,F,0.9919,564,N,7,22,E,0,5,10,V,7146,N,21,XM,0,,N,0,R,1,10,4,17,-1,N,NJ
9285,2/03/2015,B,0.9153,935,N,17,22,D,1,5,11,K,10318,N,-1,ZA,0,2,N,0,S,0,25,2,11,-1,N,CA
14498,18/03/2013,F,0.8945,564,N,19,22,A,1,3,14,K,22002,N,12,XH,0,,N,0,R,1,21,4,18,-1,N,NJ
3927,26/08/2013,B,0.9403,965,N,13,25,J,1,4,4,P,24886,N,-1,XK,0,,N,0,O,1,22,2,7,-1,N,CA
